,0,1
2014,work begin 2010-02-18 08:18:15.085423 r2,work begin 2010-02-18 08:21:15.000173 r2
2015,work begin 2010-02-18 08:21:15.000173 r2,work begin 2010-02-18 23:00:11.091152 r2
2016,work begin 2010-02-18 23:00:11.091152 r2,sleep begin 2010-02-18 23:40:56.040183 r2
2017,sleep begin 2010-02-18 23:40:56.040183 r2,personal_hygiene begin 2010-02-19 07:11:07.003131 r2
2018,personal_hygiene begin 2010-02-19 07:11:07.003131 r2,sleep begin 2010-02-19 07:13:33.055738 r2
2019,sleep begin 2010-02-19 07:13:33.055738 r2,personal_hygiene begin 2010-02-19 08:02:18.028816 r2
2020,personal_hygiene begin 2010-02-19 08:02:18.028816 r2,work begin 2010-02-19 08:28:54.060784 r2
2021,work begin 2010-02-19 08:28:54.060784 r2,meal_preparation begin 2010-02-19 08:30:36.010187 r2
2022,meal_preparation begin 2010-02-19 08:30:36.010187 r2,enter_home begin 2010-02-20 00:55:28.004838 r2
2023,enter_home begin 2010-02-20 00:55:28.004838 r2,personal_hygiene begin 2010-02-20 00:56:10.031332 r2
2024,personal_hygiene begin 2010-02-20 00:56:10.031332 r2,work begin 2010-02-20 00:58:10.045532 r2
2025,work begin 2010-02-20 00:58:10.045532 r2,sleep begin 2010-02-20 02:09:01.098816 r2
2026,sleep begin 2010-02-20 02:09:01.098816 r2,personal_hygiene begin 2010-02-20 08:31:13.070368 r2
2027,personal_hygiene begin 2010-02-20 08:31:13.070368 r2,work begin 2010-02-20 08:41:09.020089 r2
2028,work begin 2010-02-20 08:41:09.020089 r2,sleep begin 2010-02-20 23:00:04.066389 r2
2029,sleep begin 2010-02-20 23:00:04.066389 r2,personal_hygiene begin 2010-02-21 08:43:38.099554 r2
2030,personal_hygiene begin 2010-02-21 08:43:38.099554 r2,personal_hygiene begin 2010-02-21 08:44:22.011135 r2
2031,personal_hygiene begin 2010-02-21 08:44:22.011135 r2,sleep begin 2010-02-21 08:46:57.024974 r2
2032,sleep begin 2010-02-21 08:46:57.024974 r2,personal_hygiene begin 2010-02-21 23:00:55.066095 r2
2033,personal_hygiene begin 2010-02-21 23:00:55.066095 r2,work begin 2010-02-21 23:02:43.090178 r2
2034,work begin 2010-02-21 23:02:43.090178 r2,sleep begin 2010-02-21 23:40:58.000632 r2
2035,sleep begin 2010-02-21 23:40:58.000632 r2,personal_hygiene begin 2010-02-22 06:55:38.064402 r2
2036,personal_hygiene begin 2010-02-22 06:55:38.064402 r2,work begin 2010-02-22 07:13:28.004006 r2
2037,work begin 2010-02-22 07:13:28.004006 r2,personal_hygiene begin 2010-02-22 07:24:38.043149 r2
2038,personal_hygiene begin 2010-02-22 07:24:38.043149 r2,meal_preparation begin 2010-02-22 07:34:33.063116 r2
2039,meal_preparation begin 2010-02-22 07:34:33.063116 r2,eating begin 2010-02-22 07:42:19.024155 r2
2040,eating begin 2010-02-22 07:42:19.024155 r2,work begin 2010-02-22 08:05:19.000801 r2
2041,work begin 2010-02-22 08:05:19.000801 r2,personal_hygiene begin 2010-02-22 08:07:55.029253 r2
2042,personal_hygiene begin 2010-02-22 08:07:55.029253 r2,work begin 2010-02-22 08:10:57.077622 r2
2043,work begin 2010-02-22 08:10:57.077622 r2,meal_preparation begin 2010-02-22 08:20:34.064978 r2
2044,meal_preparation begin 2010-02-22 08:20:34.064978 r2,work begin 2010-02-22 08:22:17.088683 r2
2045,work begin 2010-02-22 08:22:17.088683 r2,enter_home begin 2010-02-22 23:57:08.061671 r2
2046,enter_home begin 2010-02-22 23:57:08.061671 r2,work begin 2010-02-22 23:57:50.060944 r2
2047,work begin 2010-02-22 23:57:50.060944 r2,sleep begin 2010-02-23 00:31:52.060217 r2
2048,sleep begin 2010-02-23 00:31:52.060217 r2,personal_hygiene begin 2010-02-23 07:57:29.043286 r2
2049,personal_hygiene begin 2010-02-23 07:57:29.043286 r2,sleep begin 2010-02-23 07:58:45.051411 r2
2050,sleep begin 2010-02-23 07:58:45.051411 r2,personal_hygiene begin 2010-02-23 08:31:41.003788 r2
2051,personal_hygiene begin 2010-02-23 08:31:41.003788 r2,bathing begin 2010-02-23 08:32:11.064936 r2
2052,bathing begin 2010-02-23 08:32:11.064936 r2,work begin 2010-02-23 08:52:24.036354 r2
2053,work begin 2010-02-23 08:52:24.036354 r2,enter_home begin 2010-02-23 23:44:30.084511 r2
2054,enter_home begin 2010-02-23 23:44:30.084511 r2,work begin 2010-02-23 23:45:25.026487 r2
2055,work begin 2010-02-23 23:45:25.026487 r2,sleep begin 2010-02-24 00:14:20.034181 r2
2056,sleep begin 2010-02-24 00:14:20.034181 r2,personal_hygiene begin 2010-02-24 07:42:30.090091 r2
2057,personal_hygiene begin 2010-02-24 07:42:30.090091 r2,sleep begin 2010-02-24 07:44:45.024202 r2
2058,sleep begin 2010-02-24 07:44:45.024202 r2,sleep begin 2010-02-24 23:00:20.097815 r2
2059,sleep begin 2010-02-24 23:00:20.097815 r2,personal_hygiene begin 2010-02-25 08:55:10.025219 r2
2060,personal_hygiene begin 2010-02-25 08:55:10.025219 r2,sleep begin 2010-02-25 08:56:48.082232 r2
2061,sleep begin 2010-02-25 08:56:48.082232 r2,work begin 2010-02-25 23:00:15.077628 r2
2062,work begin 2010-02-25 23:00:15.077628 r2,personal_hygiene begin 2010-02-25 23:37:16.030531 r2
2063,personal_hygiene begin 2010-02-25 23:37:16.030531 r2,personal_hygiene begin 2010-02-25 23:42:08.095787 r2
2064,personal_hygiene begin 2010-02-25 23:42:08.095787 r2,work begin 2010-02-25 23:45:30.060327 r2
2065,work begin 2010-02-25 23:45:30.060327 r2,sleep begin 2010-02-26 00:02:27.059501 r2
2066,sleep begin 2010-02-26 00:02:27.059501 r2,personal_hygiene begin 2010-02-26 08:28:05.009586 r2
2067,personal_hygiene begin 2010-02-26 08:28:05.009586 r2,meal_preparation begin 2010-02-26 08:30:04.094879 r2
2068,meal_preparation begin 2010-02-26 08:30:04.094879 r2,watch_tv begin 2010-02-26 08:40:25.084896 r2
2069,watch_tv begin 2010-02-26 08:40:25.084896 r2,meal_preparation begin 2010-02-26 08:52:10.070298 r2
2070,meal_preparation begin 2010-02-26 08:52:10.070298 r2,work begin 2010-02-26 23:02:23.062916 r2
2071,work begin 2010-02-26 23:02:23.062916 r2,personal_hygiene begin 2010-02-26 23:06:01.082918 r2
2072,personal_hygiene begin 2010-02-26 23:06:01.082918 r2,sleep begin 2010-02-26 23:10:11.076611 r2
2073,sleep begin 2010-02-26 23:10:11.076611 r2,work begin 2010-02-27 23:00:30.085333 r2
2074,work begin 2010-02-27 23:00:30.085333 r2,sleep begin 2010-02-27 23:29:43.031511 r2
2075,sleep begin 2010-02-27 23:29:43.031511 r2,personal_hygiene begin 2010-02-28 08:47:46.041811 r2
2076,personal_hygiene begin 2010-02-28 08:47:46.041811 r2,sleep begin 2010-02-28 08:51:12.033415 r2
2077,sleep begin 2010-02-28 08:51:12.033415 r2,enter_home begin 2010-03-01 01:33:28.023529 r2
2078,enter_home begin 2010-03-01 01:33:28.023529 r2,personal_hygiene begin 2010-03-01 01:34:49.032722 r2
2079,personal_hygiene begin 2010-03-01 01:34:49.032722 r2,work begin 2010-03-01 01:38:18.061036 r2
2080,work begin 2010-03-01 01:38:18.061036 r2,meal_preparation begin 2010-03-01 01:45:48.049942 r2
2081,meal_preparation begin 2010-03-01 01:45:48.049942 r2,work begin 2010-03-01 01:47:31.038464 r2
2082,work begin 2010-03-01 01:47:31.038464 r2,sleep begin 2010-03-01 01:52:52.049067 r2
2083,sleep begin 2010-03-01 01:52:52.049067 r2,personal_hygiene begin 2010-03-01 07:33:27.078896 r2
2084,personal_hygiene begin 2010-03-01 07:33:27.078896 r2,work begin 2010-03-01 07:37:05.084543 r2
2085,work begin 2010-03-01 07:37:05.084543 r2,personal_hygiene begin 2010-03-01 07:39:15.042229 r2
2086,personal_hygiene begin 2010-03-01 07:39:15.042229 r2,work begin 2010-03-01 08:00:37.013937 r2
2087,work begin 2010-03-01 08:00:37.013937 r2,personal_hygiene begin 2010-03-01 08:03:39.065827 r2
2088,personal_hygiene begin 2010-03-01 08:03:39.065827 r2,work begin 2010-03-01 08:07:46.058932 r2
2089,work begin 2010-03-01 08:07:46.058932 r2,personal_hygiene begin 2010-03-01 08:21:31.006187 r2
2090,personal_hygiene begin 2010-03-01 08:21:31.006187 r2,work begin 2010-03-01 08:25:11.095642 r2
2091,work begin 2010-03-01 08:25:11.095642 r2,personal_hygiene begin 2010-03-01 08:36:56.009628 r2
2092,personal_hygiene begin 2010-03-01 08:36:56.009628 r2,work begin 2010-03-01 08:42:42.040121 r2
2093,work begin 2010-03-01 08:42:42.040121 r2,leave_home begin 2010-03-01 08:51:33.022456 r2
2094,leave_home begin 2010-03-01 08:51:33.022456 r2,personal_hygiene begin 2010-03-01 23:01:25.002947 r2
2095,personal_hygiene begin 2010-03-01 23:01:25.002947 r2,work begin 2010-03-01 23:03:34.030949 r2
2096,work begin 2010-03-01 23:03:34.030949 r2,sleep begin 2010-03-01 23:58:18.061083 r2
2097,sleep begin 2010-03-01 23:58:18.061083 r2,personal_hygiene begin 2010-03-02 07:34:48.004777 r2
2098,personal_hygiene begin 2010-03-02 07:34:48.004777 r2,meal_preparation begin 2010-03-02 07:37:59.006637 r2
2099,meal_preparation begin 2010-03-02 07:37:59.006637 r2,eating begin 2010-03-02 07:41:26.010877 r2
2100,eating begin 2010-03-02 07:41:26.010877 r2,sleep begin 2010-03-02 07:50:38.004562 r2
2101,sleep begin 2010-03-02 07:50:38.004562 r2,sleep begin 2010-03-02 23:00:01.073532 r2
2102,sleep begin 2010-03-02 23:00:01.073532 r2,personal_hygiene begin 2010-03-02 23:27:04.099822 r2
2103,personal_hygiene begin 2010-03-02 23:27:04.099822 r2,sleep begin 2010-03-02 23:32:10.045272 r2
2104,sleep begin 2010-03-02 23:32:10.045272 r2,personal_hygiene begin 2010-03-03 07:45:23.069363 r2
2105,personal_hygiene begin 2010-03-03 07:45:23.069363 r2,personal_hygiene begin 2010-03-03 08:05:51.093229 r2
2106,personal_hygiene begin 2010-03-03 08:05:51.093229 r2,work begin 2010-03-03 08:10:40.077586 r2
2107,work begin 2010-03-03 08:10:40.077586 r2,personal_hygiene begin 2010-03-03 08:31:51.047768 r2
2108,personal_hygiene begin 2010-03-03 08:31:51.047768 r2,work begin 2010-03-03 08:35:28.084669 r2
2109,work begin 2010-03-03 08:35:28.084669 r2,personal_hygiene begin 2010-03-03 08:42:24.007739 r2
2110,personal_hygiene begin 2010-03-03 08:42:24.007739 r2,work begin 2010-03-03 08:43:12.029386 r2
2111,work begin 2010-03-03 08:43:12.029386 r2,leave_home begin 2010-03-03 08:45:45.055453 r2
2112,leave_home begin 2010-03-03 08:45:45.055453 r2,sleep begin 2010-03-03 23:02:20.041568 r2
2113,sleep begin 2010-03-03 23:02:20.041568 r2,personal_hygiene begin 2010-03-04 08:10:46.038623 r2
2114,personal_hygiene begin 2010-03-04 08:10:46.038623 r2,meal_preparation begin 2010-03-04 08:13:13.082518 r2
2115,meal_preparation begin 2010-03-04 08:13:13.082518 r2,work begin 2010-03-04 08:16:14.041361 r2
2116,work begin 2010-03-04 08:16:14.041361 r2,personal_hygiene begin 2010-03-04 08:18:04.050363 r2
2117,personal_hygiene begin 2010-03-04 08:18:04.050363 r2,sleep begin 2010-03-04 22:59:56.082427 r2
2118,sleep begin 2010-03-04 22:59:56.082427 r2,personal_hygiene begin 2010-03-05 07:07:23.098544 r2
2119,personal_hygiene begin 2010-03-05 07:07:23.098544 r2,work begin 2010-03-05 07:10:31.026617 r2
2120,work begin 2010-03-05 07:10:31.026617 r2,personal_hygiene begin 2010-03-05 07:13:47.022158 r2
2121,personal_hygiene begin 2010-03-05 07:13:47.022158 r2,bathing begin 2010-03-05 07:14:58.065082 r2
2122,bathing begin 2010-03-05 07:14:58.065082 r2,work begin 2010-03-05 07:30:16.012655 r2
2123,work begin 2010-03-05 07:30:16.012655 r2,personal_hygiene begin 2010-03-05 07:34:25.077522 r2
2124,personal_hygiene begin 2010-03-05 07:34:25.077522 r2,meal_preparation begin 2010-03-05 07:44:42.020601 r2
2125,meal_preparation begin 2010-03-05 07:44:42.020601 r2,work begin 2010-03-05 07:56:14.097734 r2
2126,work begin 2010-03-05 07:56:14.097734 r2,personal_hygiene begin 2010-03-05 08:14:29.052661 r2
2127,personal_hygiene begin 2010-03-05 08:14:29.052661 r2,work begin 2010-03-05 08:21:23.041344 r2
2128,work begin 2010-03-05 08:21:23.041344 r2,meal_preparation begin 2010-03-05 08:23:41.008921 r2
2129,meal_preparation begin 2010-03-05 08:23:41.008921 r2,leave_home begin 2010-03-05 08:24:48.072668 r2
2130,leave_home begin 2010-03-05 08:24:48.072668 r2,sleep begin 2010-03-05 23:08:16.000164 r2
2131,sleep begin 2010-03-05 23:08:16.000164 r2,watch_tv begin 2010-03-06 23:00:10.075794 r2
2132,watch_tv begin 2010-03-06 23:00:10.075794 r2,personal_hygiene begin 2010-03-06 23:28:56.037562 r2
2133,personal_hygiene begin 2010-03-06 23:28:56.037562 r2,work begin 2010-03-06 23:33:37.006588 r2
2134,work begin 2010-03-06 23:33:37.006588 r2,sleep begin 2010-03-07 00:06:53.098102 r2
2135,sleep begin 2010-03-07 00:06:53.098102 r2,personal_hygiene begin 2010-03-07 08:37:16.040856 r2
2136,personal_hygiene begin 2010-03-07 08:37:16.040856 r2,sleep begin 2010-03-07 08:39:37.092931 r2
2137,sleep begin 2010-03-07 08:39:37.092931 r2,work begin 2010-03-07 23:00:00.094452 r2
2138,work begin 2010-03-07 23:00:00.094452 r2,personal_hygiene begin 2010-03-07 23:25:51.000991 r2
2139,personal_hygiene begin 2010-03-07 23:25:51.000991 r2,sleep begin 2010-03-07 23:30:27.085589 r2
2140,sleep begin 2010-03-07 23:30:27.085589 r2,personal_hygiene begin 2010-03-08 06:43:34.092045 r2
2141,personal_hygiene begin 2010-03-08 06:43:34.092045 r2,personal_hygiene begin 2010-03-08 06:46:02.038244 r2
2142,personal_hygiene begin 2010-03-08 06:46:02.038244 r2,bathing begin 2010-03-08 06:47:50.042577 r2
2143,bathing begin 2010-03-08 06:47:50.042577 r2,personal_hygiene begin 2010-03-08 07:04:42.049653 r2
2144,personal_hygiene begin 2010-03-08 07:04:42.049653 r2,meal_preparation begin 2010-03-08 07:15:09.002812 r2
2145,meal_preparation begin 2010-03-08 07:15:09.002812 r2,eating begin 2010-03-08 07:35:15.005075 r2
2146,eating begin 2010-03-08 07:35:15.005075 r2,work begin 2010-03-08 08:04:01.007186 r2
2147,work begin 2010-03-08 08:04:01.007186 r2,work begin 2010-03-08 08:18:19.008439 r2
2148,work begin 2010-03-08 08:18:19.008439 r2,sleep begin 2010-03-08 23:03:11.093071 r2
2149,sleep begin 2010-03-08 23:03:11.093071 r2,personal_hygiene begin 2010-03-09 05:11:07.067845 r2
2150,personal_hygiene begin 2010-03-09 05:11:07.067845 r2,meal_preparation begin 2010-03-09 05:13:42.012779 r2
2151,meal_preparation begin 2010-03-09 05:13:42.012779 r2,meal_preparation begin 2010-03-09 05:23:14.000798 r2
2152,meal_preparation begin 2010-03-09 05:23:14.000798 r2,eating begin 2010-03-09 05:28:05.003968 r2
2153,eating begin 2010-03-09 05:28:05.003968 r2,work begin 2010-03-09 06:01:18.019794 r2
2154,work begin 2010-03-09 06:01:18.019794 r2,personal_hygiene begin 2010-03-09 06:04:46.023915 r2
2155,personal_hygiene begin 2010-03-09 06:04:46.023915 r2,work begin 2010-03-09 06:08:35.080524 r2
2156,work begin 2010-03-09 06:08:35.080524 r2,personal_hygiene begin 2010-03-09 06:26:25.056382 r2
2157,personal_hygiene begin 2010-03-09 06:26:25.056382 r2,work begin 2010-03-09 06:31:36.057113 r2
2158,work begin 2010-03-09 06:31:36.057113 r2,personal_hygiene begin 2010-03-09 07:40:44.026369 r2
2159,personal_hygiene begin 2010-03-09 07:40:44.026369 r2,bathing begin 2010-03-09 07:41:40.069826 r2
2160,bathing begin 2010-03-09 07:41:40.069826 r2,work begin 2010-03-09 08:02:47.006558 r2
2161,work begin 2010-03-09 08:02:47.006558 r2,personal_hygiene begin 2010-03-09 08:08:31.078533 r2
2162,personal_hygiene begin 2010-03-09 08:08:31.078533 r2,work begin 2010-03-09 08:14:47.027601 r2
2163,work begin 2010-03-09 08:14:47.027601 r2,personal_hygiene begin 2010-03-09 08:31:24.073525 r2
2164,personal_hygiene begin 2010-03-09 08:31:24.073525 r2,leave_home begin 2010-03-09 08:34:45.041254 r2
2165,leave_home begin 2010-03-09 08:34:45.041254 r2,sleep begin 2010-03-09 23:09:33.000803 r2
2166,sleep begin 2010-03-09 23:09:33.000803 r2,sleep begin 2010-03-10 04:47:07.081669 r2
2167,sleep begin 2010-03-10 04:47:07.081669 r2,personal_hygiene begin 2010-03-10 07:04:40.000954 r2
2168,personal_hygiene begin 2010-03-10 07:04:40.000954 r2,work begin 2010-03-10 07:23:27.047097 r2
2169,work begin 2010-03-10 07:23:27.047097 r2,personal_hygiene begin 2010-03-10 07:45:04.070228 r2
2170,personal_hygiene begin 2010-03-10 07:45:04.070228 r2,meal_preparation begin 2010-03-10 07:47:28.008282 r2
2171,meal_preparation begin 2010-03-10 07:47:28.008282 r2,eating begin 2010-03-10 07:54:44.093602 r2
2172,eating begin 2010-03-10 07:54:44.093602 r2,watch_tv begin 2010-03-10 08:09:22.069244 r2
2173,watch_tv begin 2010-03-10 08:09:22.069244 r2,work begin 2010-03-10 08:21:57.074782 r2
2174,work begin 2010-03-10 08:21:57.074782 r2,watch_tv begin 2010-03-10 23:00:19.038656 r2
2175,watch_tv begin 2010-03-10 23:00:19.038656 r2,work begin 2010-03-10 23:10:56.043596 r2
2176,work begin 2010-03-10 23:10:56.043596 r2,sleep begin 2010-03-10 23:44:03.074508 r2
2177,sleep begin 2010-03-10 23:44:03.074508 r2,personal_hygiene begin 2010-03-11 08:00:21.050472 r2
2178,personal_hygiene begin 2010-03-11 08:00:21.050472 r2,sleep begin 2010-03-11 08:02:18.005791 r2
2179,sleep begin 2010-03-11 08:02:18.005791 r2,personal_hygiene begin 2010-03-11 08:22:13.014277 r2
2180,personal_hygiene begin 2010-03-11 08:22:13.014277 r2,personal_hygiene begin 2010-03-11 08:24:26.095742 r2
2181,personal_hygiene begin 2010-03-11 08:24:26.095742 r2,watch_tv begin 2010-03-11 23:03:44.036556 r2
2182,watch_tv begin 2010-03-11 23:03:44.036556 r2,personal_hygiene begin 2010-03-11 23:33:40.007545 r2
2183,personal_hygiene begin 2010-03-11 23:33:40.007545 r2,watch_tv begin 2010-03-11 23:37:27.003106 r2
2184,watch_tv begin 2010-03-11 23:37:27.003106 r2,personal_hygiene begin 2010-03-12 01:25:53.073795 r2
2185,personal_hygiene begin 2010-03-12 01:25:53.073795 r2,watch_tv begin 2010-03-12 01:28:08.006921 r2
2186,watch_tv begin 2010-03-12 01:28:08.006921 r2,sleep begin 2010-03-12 01:45:49.020853 r2
2187,sleep begin 2010-03-12 01:45:49.020853 r2,personal_hygiene begin 2010-03-12 02:01:51.051112 r2
2188,personal_hygiene begin 2010-03-12 02:01:51.051112 r2,watch_tv begin 2010-03-12 02:04:40.037816 r2
2189,watch_tv begin 2010-03-12 02:04:40.037816 r2,work begin 2010-03-12 02:10:54.008203 r2
2190,work begin 2010-03-12 02:10:54.008203 r2,work begin 2010-03-12 02:16:42.001724 r2
2191,work begin 2010-03-12 02:16:42.001724 r2,sleep begin 2010-03-12 02:31:12.058262 r2
2192,sleep begin 2010-03-12 02:31:12.058262 r2,personal_hygiene begin 2010-03-12 06:48:57.088253 r2
2193,personal_hygiene begin 2010-03-12 06:48:57.088253 r2,sleep begin 2010-03-12 06:50:36.008644 r2
2194,sleep begin 2010-03-12 06:50:36.008644 r2,meal_preparation begin 2010-03-12 07:25:43.028624 r2
2195,meal_preparation begin 2010-03-12 07:25:43.028624 r2,personal_hygiene begin 2010-03-12 07:27:29.052538 r2
2196,personal_hygiene begin 2010-03-12 07:27:29.052538 r2,personal_hygiene begin 2010-03-12 07:32:11.069686 r2
2197,personal_hygiene begin 2010-03-12 07:32:11.069686 r2,work begin 2010-03-12 07:55:29.057537 r2
2198,work begin 2010-03-12 07:55:29.057537 r2,watch_tv begin 2010-03-12 08:38:11.009581 r2
2199,watch_tv begin 2010-03-12 08:38:11.009581 r2,leave_home begin 2010-03-12 08:41:11.052695 r2
2200,leave_home begin 2010-03-12 08:41:11.052695 r2,watch_tv begin 2010-03-20 23:04:02.048772 r2
2201,watch_tv begin 2010-03-20 23:04:02.048772 r2,work begin 2010-03-20 23:39:28.011536 r2
2202,work begin 2010-03-20 23:39:28.011536 r2,sleep begin 2010-03-20 23:46:51.009903 r2
2203,sleep begin 2010-03-20 23:46:51.009903 r2,personal_hygiene begin 2010-03-21 03:37:46.005433 r2
2204,personal_hygiene begin 2010-03-21 03:37:46.005433 r2,sleep begin 2010-03-21 03:41:10.091575 r2
2205,sleep begin 2010-03-21 03:41:10.091575 r2,work begin 2010-03-21 23:00:43.001336 r2
2206,work begin 2010-03-21 23:00:43.001336 r2,personal_hygiene begin 2010-03-21 23:07:53.037582 r2
2207,personal_hygiene begin 2010-03-21 23:07:53.037582 r2,work begin 2010-03-21 23:10:26.025538 r2
2208,work begin 2010-03-21 23:10:26.025538 r2,sleep begin 2010-03-22 00:19:57.099425 r2
2209,sleep begin 2010-03-22 00:19:57.099425 r2,personal_hygiene begin 2010-03-22 04:46:13.055535 r2
2210,personal_hygiene begin 2010-03-22 04:46:13.055535 r2,sleep begin 2010-03-22 04:48:45.037637 r2
2211,sleep begin 2010-03-22 04:48:45.037637 r2,personal_hygiene begin 2010-03-22 06:40:25.000983 r2
2212,personal_hygiene begin 2010-03-22 06:40:25.000983 r2,work begin 2010-03-22 06:55:59.056856 r2
2213,work begin 2010-03-22 06:55:59.056856 r2,meal_preparation begin 2010-03-22 07:03:34.099597 r2
2214,meal_preparation begin 2010-03-22 07:03:34.099597 r2,eating begin 2010-03-22 07:07:08.074531 r2
2215,eating begin 2010-03-22 07:07:08.074531 r2,personal_hygiene begin 2010-03-22 07:21:32.087789 r2
2216,personal_hygiene begin 2010-03-22 07:21:32.087789 r2,watch_tv begin 2010-03-22 07:24:37.005857 r2
2217,watch_tv begin 2010-03-22 07:24:37.005857 r2,watch_tv begin 2010-03-22 07:45:50.088511 r2
2218,watch_tv begin 2010-03-22 07:45:50.088511 r2,personal_hygiene begin 2010-03-22 08:17:34.017857 r2
2219,personal_hygiene begin 2010-03-22 08:17:34.017857 r2,work begin 2010-03-22 08:23:42.057449 r2
2220,work begin 2010-03-22 08:23:42.057449 r2,work begin 2010-03-22 23:00:01.008146 r2
2221,work begin 2010-03-22 23:00:01.008146 r2,sleep begin 2010-03-22 23:22:47.035579 r2
2222,sleep begin 2010-03-22 23:22:47.035579 r2,personal_hygiene begin 2010-03-23 01:25:24.002934 r2
2223,personal_hygiene begin 2010-03-23 01:25:24.002934 r2,sleep begin 2010-03-23 01:27:36.065298 r2
2224,sleep begin 2010-03-23 01:27:36.065298 r2,watch_tv begin 2010-03-23 23:02:22.061676 r2
2225,watch_tv begin 2010-03-23 23:02:22.061676 r2,personal_hygiene begin 2010-03-23 23:47:51.003142 r2
2226,personal_hygiene begin 2010-03-23 23:47:51.003142 r2,watch_tv begin 2010-03-23 23:49:42.005149 r2
2227,watch_tv begin 2010-03-23 23:49:42.005149 r2,meal_preparation begin 2010-03-24 00:25:59.099749 r2
2228,meal_preparation begin 2010-03-24 00:25:59.099749 r2,work begin 2010-03-24 00:46:52.022515 r2
2229,work begin 2010-03-24 00:46:52.022515 r2,sleep begin 2010-03-24 01:00:56.038169 r2
2230,sleep begin 2010-03-24 01:00:56.038169 r2,personal_hygiene begin 2010-03-24 05:14:21.078496 r2
2231,personal_hygiene begin 2010-03-24 05:14:21.078496 r2,sleep begin 2010-03-24 05:17:05.008551 r2
2232,sleep begin 2010-03-24 05:17:05.008551 r2,personal_hygiene begin 2010-03-24 07:59:43.061559 r2
2233,personal_hygiene begin 2010-03-24 07:59:43.061559 r2,work begin 2010-03-24 08:02:23.013642 r2
2234,work begin 2010-03-24 08:02:23.013642 r2,personal_hygiene begin 2010-03-24 08:09:09.059218 r2
2235,personal_hygiene begin 2010-03-24 08:09:09.059218 r2,work begin 2010-03-24 08:15:14.006223 r2
2236,work begin 2010-03-24 08:15:14.006223 r2,meal_preparation begin 2010-03-24 08:16:42.033449 r2
2237,meal_preparation begin 2010-03-24 08:16:42.033449 r2,eating begin 2010-03-24 08:22:53.057769 r2
2238,eating begin 2010-03-24 08:22:53.057769 r2,watch_tv begin 2010-03-24 08:31:25.001279 r2
2239,watch_tv begin 2010-03-24 08:31:25.001279 r2,watch_tv begin 2010-03-24 23:01:27.098135 r2
2240,watch_tv begin 2010-03-24 23:01:27.098135 r2,sleeping_not_in_bed begin 2010-03-25 01:40:15.000899 r2
2241,sleeping_not_in_bed begin 2010-03-25 01:40:15.000899 r2,personal_hygiene begin 2010-03-25 04:55:33.048547 r2
2242,personal_hygiene begin 2010-03-25 04:55:33.048547 r2,sleeping_not_in_bed begin 2010-03-25 04:58:56.043626 r2
2243,sleeping_not_in_bed begin 2010-03-25 04:58:56.043626 r2,personal_hygiene begin 2010-03-25 08:46:07.093264 r2
2244,personal_hygiene begin 2010-03-25 08:46:07.093264 r2,work begin 2010-03-25 08:48:14.085649 r2
2245,work begin 2010-03-25 08:48:14.085649 r2,work begin 2010-03-25 08:52:56.086233 r2
2246,work begin 2010-03-25 08:52:56.086233 r2,watch_tv begin 2010-03-25 23:00:33.067624 r2
2247,watch_tv begin 2010-03-25 23:00:33.067624 r2,personal_hygiene begin 2010-03-25 23:32:39.019349 r2
2248,personal_hygiene begin 2010-03-25 23:32:39.019349 r2,work begin 2010-03-25 23:34:23.061218 r2
2249,work begin 2010-03-25 23:34:23.061218 r2,work begin 2010-03-26 00:25:04.040475 r2
2250,work begin 2010-03-26 00:25:04.040475 r2,sleep begin 2010-03-26 00:27:11.087593 r2
2251,sleep begin 2010-03-26 00:27:11.087593 r2,personal_hygiene begin 2010-03-26 04:14:03.006378 r2
2252,personal_hygiene begin 2010-03-26 04:14:03.006378 r2,sleep begin 2010-03-26 04:15:44.011655 r2
2253,sleep begin 2010-03-26 04:15:44.011655 r2,watch_tv begin 2010-03-26 23:04:59.059493 r2
2254,watch_tv begin 2010-03-26 23:04:59.059493 r2,personal_hygiene begin 2010-03-26 23:31:49.003569 r2
2255,personal_hygiene begin 2010-03-26 23:31:49.003569 r2,sleep begin 2010-03-26 23:36:16.086775 r2
2256,sleep begin 2010-03-26 23:36:16.086775 r2,personal_hygiene begin 2010-03-27 02:21:41.040202 r2
2257,personal_hygiene begin 2010-03-27 02:21:41.040202 r2,sleep begin 2010-03-27 02:23:20.036492 r2
2258,sleep begin 2010-03-27 02:23:20.036492 r2,meal_preparation begin 2010-03-27 23:00:03.011854 r2
2259,meal_preparation begin 2010-03-27 23:00:03.011854 r2,eating begin 2010-03-27 23:02:08.082883 r2
2260,eating begin 2010-03-27 23:02:08.082883 r2,watch_tv begin 2010-03-27 23:21:38.008471 r2
2261,watch_tv begin 2010-03-27 23:21:38.008471 r2,watch_tv begin 2010-03-27 23:45:20.098053 r2
2262,watch_tv begin 2010-03-27 23:45:20.098053 r2,work begin 2010-03-27 23:58:07.023722 r2
2263,work begin 2010-03-27 23:58:07.023722 r2,sleep begin 2010-03-28 00:43:08.006459 r2
2264,sleep begin 2010-03-28 00:43:08.006459 r2,personal_hygiene begin 2010-03-28 08:04:16.040341 r2
2265,personal_hygiene begin 2010-03-28 08:04:16.040341 r2,sleep begin 2010-03-28 08:07:05.018774 r2
