,0,1
2005,sleep begin 2010-01-20 02:03:20.028768 r1,personal_hygiene begin 2010-01-20 07:35:51.072947 r1
2006,personal_hygiene begin 2010-01-20 07:35:51.072947 r1,work begin 2010-01-20 07:57:14.001811 r1
2007,work begin 2010-01-20 07:57:14.001811 r1,personal_hygiene begin 2010-01-20 08:02:02.095193 r1
2008,personal_hygiene begin 2010-01-20 08:02:02.095193 r1,personal_hygiene begin 2010-01-20 08:03:28.070476 r1
2009,personal_hygiene begin 2010-01-20 08:03:28.070476 r1,work begin 2010-01-20 08:05:04.086695 r1
2010,work begin 2010-01-20 08:05:04.086695 r1,leave_home begin 2010-01-20 08:06:23.056116 r1
2011,leave_home begin 2010-01-20 08:06:23.056116 r1,enter_home begin 2010-01-20 08:07:42.098252 r1
2012,enter_home begin 2010-01-20 08:07:42.098252 r1,work begin 2010-01-20 08:08:35.019132 r1
2013,work begin 2010-01-20 08:08:35.019132 r1,personal_hygiene begin 2010-01-20 08:09:37.051231 r1
2014,personal_hygiene begin 2010-01-20 08:09:37.051231 r1,work begin 2010-01-20 08:16:45.017551 r1
2015,work begin 2010-01-20 08:16:45.017551 r1,meal_preparation begin 2010-01-20 08:22:57.026041 r1
2016,meal_preparation begin 2010-01-20 08:22:57.026041 r1,leave_home begin 2010-01-20 08:30:05.040172 r1
2017,leave_home begin 2010-01-20 08:30:05.040172 r1,work begin 2010-01-20 23:01:27.003306 r1
2018,work begin 2010-01-20 23:01:27.003306 r1,work begin 2010-01-20 23:25:05.096183 r1
2019,work begin 2010-01-20 23:25:05.096183 r1,meal_preparation begin 2010-01-20 23:42:45.005192 r1
2020,meal_preparation begin 2010-01-20 23:42:45.005192 r1,work begin 2010-01-20 23:57:02.012909 r1
2021,work begin 2010-01-20 23:57:02.012909 r1,sleep begin 2010-01-21 00:23:08.074117 r1
2022,sleep begin 2010-01-21 00:23:08.074117 r1,personal_hygiene begin 2010-01-21 05:31:54.025958 r1
2023,personal_hygiene begin 2010-01-21 05:31:54.025958 r1,personal_hygiene begin 2010-01-21 05:41:19.031827 r1
2024,personal_hygiene begin 2010-01-21 05:41:19.031827 r1,work begin 2010-01-21 05:42:30.000718 r1
2025,work begin 2010-01-21 05:42:30.000718 r1,meal_preparation begin 2010-01-21 05:49:22.008179 r1
2026,meal_preparation begin 2010-01-21 05:49:22.008179 r1,leave_home begin 2010-01-21 05:51:35.065331 r1
2027,leave_home begin 2010-01-21 05:51:35.065331 r1,work begin 2010-01-21 23:00:02.068497 r1
2028,work begin 2010-01-21 23:00:02.068497 r1,personal_hygiene begin 2010-01-22 01:18:26.090335 r1
2029,personal_hygiene begin 2010-01-22 01:18:26.090335 r1,work begin 2010-01-22 01:30:59.004823 r1
2030,work begin 2010-01-22 01:30:59.004823 r1,sleep begin 2010-01-22 01:50:15.026917 r1
2031,sleep begin 2010-01-22 01:50:15.026917 r1,personal_hygiene begin 2010-01-22 08:30:24.058329 r1
2032,personal_hygiene begin 2010-01-22 08:30:24.058329 r1,work begin 2010-01-22 08:31:39.026763 r1
2033,work begin 2010-01-22 08:31:39.026763 r1,personal_hygiene begin 2010-01-22 08:37:00.033098 r1
2034,personal_hygiene begin 2010-01-22 08:37:00.033098 r1,work begin 2010-01-22 08:39:38.034634 r1
2035,work begin 2010-01-22 08:39:38.034634 r1,personal_hygiene begin 2010-01-22 08:41:11.021743 r1
2036,personal_hygiene begin 2010-01-22 08:41:11.021743 r1,meal_preparation begin 2010-01-22 08:42:57.000578 r1
2037,meal_preparation begin 2010-01-22 08:42:57.000578 r1,meal_preparation begin 2010-01-22 08:46:35.005715 r1
2038,meal_preparation begin 2010-01-22 08:46:35.005715 r1,personal_hygiene begin 2010-01-22 23:01:58.023033 r1
2039,personal_hygiene begin 2010-01-22 23:01:58.023033 r1,work begin 2010-01-22 23:08:24.032714 r1
2040,work begin 2010-01-22 23:08:24.032714 r1,work begin 2010-01-22 23:10:34.079565 r1
2041,work begin 2010-01-22 23:10:34.079565 r1,personal_hygiene begin 2010-01-22 23:11:34.042335 r1
2042,personal_hygiene begin 2010-01-22 23:11:34.042335 r1,work begin 2010-01-22 23:16:20.047958 r1
2043,work begin 2010-01-22 23:16:20.047958 r1,sleep begin 2010-01-22 23:25:46.000315 r1
2044,sleep begin 2010-01-22 23:25:46.000315 r1,personal_hygiene begin 2010-01-23 05:20:34.063893 r1
2045,personal_hygiene begin 2010-01-23 05:20:34.063893 r1,work begin 2010-01-23 05:22:25.058163 r1
2046,work begin 2010-01-23 05:22:25.058163 r1,work begin 2010-01-23 05:25:12.063699 r1
2047,work begin 2010-01-23 05:25:12.063699 r1,personal_hygiene begin 2010-01-23 05:32:54.013881 r1
2048,personal_hygiene begin 2010-01-23 05:32:54.013881 r1,work begin 2010-01-23 05:34:49.005067 r1
2049,work begin 2010-01-23 05:34:49.005067 r1,meal_preparation begin 2010-01-23 05:36:38.045073 r1
2050,meal_preparation begin 2010-01-23 05:36:38.045073 r1,leave_home begin 2010-01-23 05:45:08.038121 r1
2051,leave_home begin 2010-01-23 05:45:08.038121 r1,meal_preparation begin 2010-01-23 23:02:18.047369 r1
2052,meal_preparation begin 2010-01-23 23:02:18.047369 r1,personal_hygiene begin 2010-01-23 23:02:45.008516 r1
2053,personal_hygiene begin 2010-01-23 23:02:45.008516 r1,work begin 2010-01-23 23:03:11.001737 r1
2054,work begin 2010-01-23 23:03:11.001737 r1,sleep begin 2010-01-23 23:15:12.059146 r1
2055,sleep begin 2010-01-23 23:15:12.059146 r1,personal_hygiene begin 2010-01-24 04:39:51.064134 r1
2056,personal_hygiene begin 2010-01-24 04:39:51.064134 r1,work begin 2010-01-24 04:44:10.006798 r1
2057,work begin 2010-01-24 04:44:10.006798 r1,leave_home begin 2010-01-24 04:46:34.090034 r1
2058,leave_home begin 2010-01-24 04:46:34.090034 r1,personal_hygiene begin 2010-01-24 23:00:07.084721 r1
2059,personal_hygiene begin 2010-01-24 23:00:07.084721 r1,meal_preparation begin 2010-01-24 23:07:30.097961 r1
2060,meal_preparation begin 2010-01-24 23:07:30.097961 r1,work begin 2010-01-24 23:25:46.049763 r1
2061,work begin 2010-01-24 23:25:46.049763 r1,sleep begin 2010-01-25 00:28:36.029291 r1
2062,sleep begin 2010-01-25 00:28:36.029291 r1,personal_hygiene begin 2010-01-25 07:56:27.007808 r1
2063,personal_hygiene begin 2010-01-25 07:56:27.007808 r1,work begin 2010-01-25 08:08:37.096204 r1
2064,work begin 2010-01-25 08:08:37.096204 r1,meal_preparation begin 2010-01-25 08:14:32.035033 r1
2065,meal_preparation begin 2010-01-25 08:14:32.035033 r1,work begin 2010-01-25 08:31:52.076669 r1
2066,work begin 2010-01-25 08:31:52.076669 r1,meal_preparation begin 2010-01-25 08:36:27.032788 r1
2067,meal_preparation begin 2010-01-25 08:36:27.032788 r1,sleep begin 2010-01-25 23:25:32.020339 r1
2068,sleep begin 2010-01-25 23:25:32.020339 r1,personal_hygiene begin 2010-01-26 04:15:50.069071 r1
2069,personal_hygiene begin 2010-01-26 04:15:50.069071 r1,work begin 2010-01-26 04:25:44.033186 r1
2070,work begin 2010-01-26 04:25:44.033186 r1,leave_home begin 2010-01-26 04:34:27.023551 r1
2071,leave_home begin 2010-01-26 04:34:27.023551 r1,work begin 2010-01-27 23:00:08.085372 r1
2072,work begin 2010-01-27 23:00:08.085372 r1,personal_hygiene begin 2010-01-28 00:23:18.010338 r1
2073,personal_hygiene begin 2010-01-28 00:23:18.010338 r1,work begin 2010-01-28 00:35:16.055183 r1
2074,work begin 2010-01-28 00:35:16.055183 r1,personal_hygiene begin 2010-01-28 00:36:24.077608 r1
2075,personal_hygiene begin 2010-01-28 00:36:24.077608 r1,work begin 2010-01-28 00:38:23.011157 r1
2076,work begin 2010-01-28 00:38:23.011157 r1,personal_hygiene begin 2010-01-28 00:56:38.095281 r1
2077,personal_hygiene begin 2010-01-28 00:56:38.095281 r1,work begin 2010-01-28 01:00:24.099688 r1
2078,work begin 2010-01-28 01:00:24.099688 r1,sleep begin 2010-01-28 01:37:35.069208 r1
2079,sleep begin 2010-01-28 01:37:35.069208 r1,personal_hygiene begin 2010-01-28 07:57:32.070195 r1
2080,personal_hygiene begin 2010-01-28 07:57:32.070195 r1,work begin 2010-01-28 08:00:23.086209 r1
2081,work begin 2010-01-28 08:00:23.086209 r1,personal_hygiene begin 2010-01-28 08:08:23.050116 r1
2082,personal_hygiene begin 2010-01-28 08:08:23.050116 r1,personal_hygiene begin 2010-01-28 08:09:43.074168 r1
2083,personal_hygiene begin 2010-01-28 08:09:43.074168 r1,meal_preparation begin 2010-01-31 23:00:04.019083 r1
2084,meal_preparation begin 2010-01-31 23:00:04.019083 r1,eating begin 2010-01-31 23:09:21.045773 r1
2085,eating begin 2010-01-31 23:09:21.045773 r1,work begin 2010-02-01 00:10:34.058998 r1
2086,work begin 2010-02-01 00:10:34.058998 r1,sleep begin 2010-02-01 00:24:13.062844 r1
2087,sleep begin 2010-02-01 00:24:13.062844 r1,personal_hygiene begin 2010-02-01 00:40:26.049962 r1
2088,personal_hygiene begin 2010-02-01 00:40:26.049962 r1,work begin 2010-02-01 00:49:06.094821 r1
2089,work begin 2010-02-01 00:49:06.094821 r1,work begin 2010-02-01 01:04:10.088188 r1
2090,work begin 2010-02-01 01:04:10.088188 r1,sleep begin 2010-02-01 01:13:09.004129 r1
2091,sleep begin 2010-02-01 01:13:09.004129 r1,personal_hygiene begin 2010-02-01 07:46:23.015135 r1
2092,personal_hygiene begin 2010-02-01 07:46:23.015135 r1,work begin 2010-02-01 08:00:58.034218 r1
2093,work begin 2010-02-01 08:00:58.034218 r1,work begin 2010-02-01 08:18:52.001755 r1
2094,work begin 2010-02-01 08:18:52.001755 r1,work begin 2010-02-01 23:00:06.034163 r1
2095,work begin 2010-02-01 23:00:06.034163 r1,sleep begin 2010-02-02 00:05:44.086224 r1
2096,sleep begin 2010-02-02 00:05:44.086224 r1,personal_hygiene begin 2010-02-02 04:29:27.045661 r1
2097,personal_hygiene begin 2010-02-02 04:29:27.045661 r1,work begin 2010-02-02 04:32:55.086144 r1
2098,work begin 2010-02-02 04:32:55.086144 r1,meal_preparation begin 2010-02-02 04:37:44.030296 r1
2099,meal_preparation begin 2010-02-02 04:37:44.030296 r1,leave_home begin 2010-02-02 04:41:22.091791 r1
2100,leave_home begin 2010-02-02 04:41:22.091791 r1,watch_tv begin 2010-02-02 23:00:31.029716 r1
2101,watch_tv begin 2010-02-02 23:00:31.029716 r1,work begin 2010-02-02 23:34:26.021818 r1
2102,work begin 2010-02-02 23:34:26.021818 r1,watch_tv begin 2010-02-02 23:37:10.024351 r1
2103,watch_tv begin 2010-02-02 23:37:10.024351 r1,work begin 2010-02-03 00:06:01.001202 r1
2104,work begin 2010-02-03 00:06:01.001202 r1,personal_hygiene begin 2010-02-03 00:11:32.038793 r1
2105,personal_hygiene begin 2010-02-03 00:11:32.038793 r1,work begin 2010-02-03 00:19:22.061225 r1
2106,work begin 2010-02-03 00:19:22.061225 r1,personal_hygiene begin 2010-02-03 00:21:16.094023 r1
2107,personal_hygiene begin 2010-02-03 00:21:16.094023 r1,work begin 2010-02-03 00:25:26.045752 r1
2108,work begin 2010-02-03 00:25:26.045752 r1,sleep begin 2010-02-03 00:26:23.075093 r1
2109,sleep begin 2010-02-03 00:26:23.075093 r1,personal_hygiene begin 2010-02-03 08:06:36.027091 r1
2110,personal_hygiene begin 2010-02-03 08:06:36.027091 r1,personal_hygiene begin 2010-02-03 08:15:23.000428 r1
2111,personal_hygiene begin 2010-02-03 08:15:23.000428 r1,work begin 2010-02-03 08:18:01.078118 r1
2112,work begin 2010-02-03 08:18:01.078118 r1,work begin 2010-02-03 08:26:48.079216 r1
2113,work begin 2010-02-03 08:26:48.079216 r1,watch_tv begin 2010-02-03 23:00:02.019433 r1
2114,watch_tv begin 2010-02-03 23:00:02.019433 r1,personal_hygiene begin 2010-02-03 23:22:16.005466 r1
2115,personal_hygiene begin 2010-02-03 23:22:16.005466 r1,watch_tv begin 2010-02-03 23:27:20.084142 r1
2116,watch_tv begin 2010-02-03 23:27:20.084142 r1,watch_tv begin 2010-02-04 00:14:28.039429 r1
2117,watch_tv begin 2010-02-04 00:14:28.039429 r1,leave_home begin 2010-02-04 00:18:59.076684 r1
2118,leave_home begin 2010-02-04 00:18:59.076684 r1,enter_home begin 2010-02-04 00:41:13.067615 r1
2119,enter_home begin 2010-02-04 00:41:13.067615 r1,work begin 2010-02-04 00:42:29.023809 r1
2120,work begin 2010-02-04 00:42:29.023809 r1,personal_hygiene begin 2010-02-04 00:44:12.038669 r1
2121,personal_hygiene begin 2010-02-04 00:44:12.038669 r1,work begin 2010-02-04 00:47:29.009335 r1
2122,work begin 2010-02-04 00:47:29.009335 r1,sleep begin 2010-02-04 02:04:55.057504 r1
2123,sleep begin 2010-02-04 02:04:55.057504 r1,personal_hygiene begin 2010-02-04 07:00:21.020138 r1
2124,personal_hygiene begin 2010-02-04 07:00:21.020138 r1,personal_hygiene begin 2010-02-04 07:03:03.052376 r1
2125,personal_hygiene begin 2010-02-04 07:03:03.052376 r1,work begin 2010-02-04 07:08:20.090178 r1
2126,work begin 2010-02-04 07:08:20.090178 r1,meal_preparation begin 2010-02-04 07:10:29.088076 r1
2127,meal_preparation begin 2010-02-04 07:10:29.088076 r1,leave_home begin 2010-02-04 07:17:40.071091 r1
2128,leave_home begin 2010-02-04 07:17:40.071091 r1,enter_home begin 2010-02-04 23:15:31.035831 r1
2129,enter_home begin 2010-02-04 23:15:31.035831 r1,meal_preparation begin 2010-02-04 23:20:37.055523 r1
2130,meal_preparation begin 2010-02-04 23:20:37.055523 r1,work begin 2010-02-04 23:26:53.028769 r1
2131,work begin 2010-02-04 23:26:53.028769 r1,work begin 2010-02-04 23:30:56.049756 r1
2132,work begin 2010-02-04 23:30:56.049756 r1,personal_hygiene begin 2010-02-05 00:19:31.081985 r1
2133,personal_hygiene begin 2010-02-05 00:19:31.081985 r1,work begin 2010-02-05 00:27:03.069148 r1
2134,work begin 2010-02-05 00:27:03.069148 r1,sleep begin 2010-02-05 00:53:24.008618 r1
2135,sleep begin 2010-02-05 00:53:24.008618 r1,personal_hygiene begin 2010-02-05 06:44:07.040019 r1
2136,personal_hygiene begin 2010-02-05 06:44:07.040019 r1,work begin 2010-02-05 06:48:34.000635 r1
2137,work begin 2010-02-05 06:48:34.000635 r1,sleep begin 2010-02-05 07:16:25.051953 r1
2138,sleep begin 2010-02-05 07:16:25.051953 r1,personal_hygiene begin 2010-02-05 07:42:03.083146 r1
2139,personal_hygiene begin 2010-02-05 07:42:03.083146 r1,work begin 2010-02-05 07:57:12.016784 r1
2140,work begin 2010-02-05 07:57:12.016784 r1,personal_hygiene begin 2010-02-05 08:15:21.076131 r1
2141,personal_hygiene begin 2010-02-05 08:15:21.076131 r1,work begin 2010-02-05 08:16:37.050845 r1
2142,work begin 2010-02-05 08:16:37.050845 r1,meal_preparation begin 2010-02-05 08:22:18.024182 r1
2143,meal_preparation begin 2010-02-05 08:22:18.024182 r1,work begin 2010-02-05 08:30:25.016129 r1
2144,work begin 2010-02-05 08:30:25.016129 r1,leave_home begin 2010-02-05 08:31:46.069198 r1
2145,leave_home begin 2010-02-05 08:31:46.069198 r1,enter_home begin 2010-02-06 06:59:19.000017 r1
2146,enter_home begin 2010-02-06 06:59:19.000017 r1,personal_hygiene begin 2010-02-06 06:59:56.023166 r1
2147,personal_hygiene begin 2010-02-06 06:59:56.023166 r1,work begin 2010-02-06 07:01:14.066277 r1
2148,work begin 2010-02-06 07:01:14.066277 r1,personal_hygiene begin 2010-02-06 07:05:38.085156 r1
2149,personal_hygiene begin 2010-02-06 07:05:38.085156 r1,work begin 2010-02-06 07:08:04.000063 r1
2150,work begin 2010-02-06 07:08:04.000063 r1,personal_hygiene begin 2010-02-06 07:09:10.044702 r1
2151,personal_hygiene begin 2010-02-06 07:09:10.044702 r1,leave_home begin 2010-02-06 07:11:34.009126 r1
2152,leave_home begin 2010-02-06 07:11:34.009126 r1,eating begin 2010-02-06 23:01:29.000217 r1
2153,eating begin 2010-02-06 23:01:29.000217 r1,watch_tv begin 2010-02-06 23:46:42.060245 r1
2154,watch_tv begin 2010-02-06 23:46:42.060245 r1,personal_hygiene begin 2010-02-07 00:30:53.064238 r1
2155,personal_hygiene begin 2010-02-07 00:30:53.064238 r1,work begin 2010-02-07 00:37:35.011165 r1
2156,work begin 2010-02-07 00:37:35.011165 r1,sleep begin 2010-02-07 00:38:44.059647 r1
2157,sleep begin 2010-02-07 00:38:44.059647 r1,leave_home begin 2010-02-07 04:32:53.021763 r1
2158,leave_home begin 2010-02-07 04:32:53.021763 r1,work begin 2010-02-07 23:00:23.048288 r1
2159,work begin 2010-02-07 23:00:23.048288 r1,meal_preparation begin 2010-02-07 23:41:58.093423 r1
2160,meal_preparation begin 2010-02-07 23:41:58.093423 r1,work begin 2010-02-07 23:48:41.010145 r1
2161,work begin 2010-02-07 23:48:41.010145 r1,personal_hygiene begin 2010-02-08 02:00:32.013873 r1
2162,personal_hygiene begin 2010-02-08 02:00:32.013873 r1,sleep begin 2010-02-08 02:09:18.075016 r1
2163,sleep begin 2010-02-08 02:09:18.075016 r1,personal_hygiene begin 2010-02-08 07:34:48.035202 r1
2164,personal_hygiene begin 2010-02-08 07:34:48.035202 r1,work begin 2010-02-08 07:36:12.025129 r1
2165,work begin 2010-02-08 07:36:12.025129 r1,work begin 2010-02-08 07:40:27.098227 r1
2166,work begin 2010-02-08 07:40:27.098227 r1,personal_hygiene begin 2010-02-08 07:53:02.048324 r1
2167,personal_hygiene begin 2010-02-08 07:53:02.048324 r1,work begin 2010-02-08 07:58:04.032246 r1
2168,work begin 2010-02-08 07:58:04.032246 r1,personal_hygiene begin 2010-02-08 08:09:23.011131 r1
2169,personal_hygiene begin 2010-02-08 08:09:23.011131 r1,work begin 2010-02-08 08:10:16.006132 r1
2170,work begin 2010-02-08 08:10:16.006132 r1,meal_preparation begin 2010-02-08 08:12:45.018859 r1
2171,meal_preparation begin 2010-02-08 08:12:45.018859 r1,work begin 2010-02-08 23:00:05.009204 r1
2172,work begin 2010-02-08 23:00:05.009204 r1,work begin 2010-02-08 23:06:08.038041 r1
2173,work begin 2010-02-08 23:06:08.038041 r1,work begin 2010-02-08 23:15:34.052292 r1
2174,work begin 2010-02-08 23:15:34.052292 r1,sleep begin 2010-02-09 00:02:29.089077 r1
2175,sleep begin 2010-02-09 00:02:29.089077 r1,personal_hygiene begin 2010-02-09 04:20:09.003562 r1
2176,personal_hygiene begin 2010-02-09 04:20:09.003562 r1,work begin 2010-02-09 04:29:29.061086 r1
2177,work begin 2010-02-09 04:29:29.061086 r1,leave_home begin 2010-02-09 04:37:32.081358 r1
2178,leave_home begin 2010-02-09 04:37:32.081358 r1,enter_home begin 2010-02-10 00:40:52.038605 r1
2179,enter_home begin 2010-02-10 00:40:52.038605 r1,meal_preparation begin 2010-02-10 00:41:46.099369 r1
2180,meal_preparation begin 2010-02-10 00:41:46.099369 r1,work begin 2010-02-10 00:50:52.023119 r1
2181,work begin 2010-02-10 00:50:52.023119 r1,sleep begin 2010-02-10 01:59:20.047771 r1
2182,sleep begin 2010-02-10 01:59:20.047771 r1,personal_hygiene begin 2010-02-10 08:10:43.044356 r1
2183,personal_hygiene begin 2010-02-10 08:10:43.044356 r1,work begin 2010-02-10 08:17:08.028354 r1
2184,work begin 2010-02-10 08:17:08.028354 r1,watch_tv begin 2010-02-10 23:01:32.080168 r1
2185,watch_tv begin 2010-02-10 23:01:32.080168 r1,work begin 2010-02-11 01:35:08.012358 r1
2186,work begin 2010-02-11 01:35:08.012358 r1,personal_hygiene begin 2010-02-11 01:38:47.000618 r1
2187,personal_hygiene begin 2010-02-11 01:38:47.000618 r1,work begin 2010-02-11 01:43:11.033219 r1
2188,work begin 2010-02-11 01:43:11.033219 r1,sleep begin 2010-02-11 01:56:33.056275 r1
2189,sleep begin 2010-02-11 01:56:33.056275 r1,personal_hygiene begin 2010-02-11 06:50:04.000275 r1
2190,personal_hygiene begin 2010-02-11 06:50:04.000275 r1,work begin 2010-02-11 06:58:53.075117 r1
2191,work begin 2010-02-11 06:58:53.075117 r1,personal_hygiene begin 2010-02-11 07:08:41.011248 r1
2192,personal_hygiene begin 2010-02-11 07:08:41.011248 r1,work begin 2010-02-11 07:10:39.081754 r1
2193,work begin 2010-02-11 07:10:39.081754 r1,leave_home begin 2010-02-11 07:13:13.006019 r1
2194,leave_home begin 2010-02-11 07:13:13.006019 r1,watch_tv begin 2010-02-11 23:02:41.003881 r1
2195,watch_tv begin 2010-02-11 23:02:41.003881 r1,work begin 2010-02-12 02:03:06.080305 r1
2196,work begin 2010-02-12 02:03:06.080305 r1,sleep begin 2010-02-12 02:21:38.098402 r1
2197,sleep begin 2010-02-12 02:21:38.098402 r1,personal_hygiene begin 2010-02-12 07:20:29.004077 r1
2198,personal_hygiene begin 2010-02-12 07:20:29.004077 r1,bathing begin 2010-02-12 07:21:54.056392 r1
2199,bathing begin 2010-02-12 07:21:54.056392 r1,work begin 2010-02-12 07:41:30.064349 r1
2200,work begin 2010-02-12 07:41:30.064349 r1,personal_hygiene begin 2010-02-12 08:13:57.001637 r1
2201,personal_hygiene begin 2010-02-12 08:13:57.001637 r1,personal_hygiene begin 2010-02-12 08:16:29.077691 r1
2202,personal_hygiene begin 2010-02-12 08:16:29.077691 r1,personal_hygiene begin 2010-02-12 08:32:43.041923 r1
2203,personal_hygiene begin 2010-02-12 08:32:43.041923 r1,work begin 2010-02-12 08:34:12.041696 r1
2204,work begin 2010-02-12 08:34:12.041696 r1,meal_preparation begin 2010-02-12 08:43:31.025007 r1
2205,meal_preparation begin 2010-02-12 08:43:31.025007 r1,leave_home begin 2010-02-12 08:45:33.022595 r1
2206,leave_home begin 2010-02-12 08:45:33.022595 r1,watch_tv begin 2010-02-12 23:02:32.025103 r1
2207,watch_tv begin 2010-02-12 23:02:32.025103 r1,work begin 2010-02-12 23:39:49.065839 r1
2208,work begin 2010-02-12 23:39:49.065839 r1,personal_hygiene begin 2010-02-12 23:44:29.011075 r1
2209,personal_hygiene begin 2010-02-12 23:44:29.011075 r1,sleep begin 2010-02-12 23:51:58.035839 r1
2210,sleep begin 2010-02-12 23:51:58.035839 r1,personal_hygiene begin 2010-02-13 06:02:13.066421 r1
2211,personal_hygiene begin 2010-02-13 06:02:13.066421 r1,personal_hygiene begin 2010-02-13 06:06:14.046439 r1
2212,personal_hygiene begin 2010-02-13 06:06:14.046439 r1,work begin 2010-02-13 06:07:10.085167 r1
2213,work begin 2010-02-13 06:07:10.085167 r1,personal_hygiene begin 2010-02-13 06:16:48.024126 r1
2214,personal_hygiene begin 2010-02-13 06:16:48.024126 r1,meal_preparation begin 2010-02-13 06:18:54.016691 r1
2215,meal_preparation begin 2010-02-13 06:18:54.016691 r1,leave_home begin 2010-02-13 06:22:31.082362 r1
2216,leave_home begin 2010-02-13 06:22:31.082362 r1,enter_home begin 2010-02-13 23:53:07.067971 r1
2217,enter_home begin 2010-02-13 23:53:07.067971 r1,work begin 2010-02-13 23:53:39.049645 r1
2218,work begin 2010-02-13 23:53:39.049645 r1,personal_hygiene begin 2010-02-13 23:54:03.008627 r1
2219,personal_hygiene begin 2010-02-13 23:54:03.008627 r1,work begin 2010-02-13 23:59:02.073531 r1
2220,work begin 2010-02-13 23:59:02.073531 r1,work begin 2010-02-14 00:20:33.055532 r1
2221,work begin 2010-02-14 00:20:33.055532 r1,sleep begin 2010-02-14 00:21:57.097086 r1
2222,sleep begin 2010-02-14 00:21:57.097086 r1,personal_hygiene begin 2010-02-14 04:25:51.086362 r1
2223,personal_hygiene begin 2010-02-14 04:25:51.086362 r1,work begin 2010-02-14 04:33:48.041906 r1
2224,work begin 2010-02-14 04:33:48.041906 r1,leave_home begin 2010-02-14 04:48:11.094794 r1
2225,leave_home begin 2010-02-14 04:48:11.094794 r1,enter_home begin 2010-02-15 01:13:25.005126 r1
2226,enter_home begin 2010-02-15 01:13:25.005126 r1,meal_preparation begin 2010-02-15 01:21:15.046233 r1
2227,meal_preparation begin 2010-02-15 01:21:15.046233 r1,work begin 2010-02-15 01:29:33.001039 r1
2228,work begin 2010-02-15 01:29:33.001039 r1,personal_hygiene begin 2010-02-15 01:45:34.092419 r1
2229,personal_hygiene begin 2010-02-15 01:45:34.092419 r1,work begin 2010-02-15 02:04:24.013355 r1
2230,work begin 2010-02-15 02:04:24.013355 r1,personal_hygiene begin 2010-02-15 02:05:53.002876 r1
2231,personal_hygiene begin 2010-02-15 02:05:53.002876 r1,work begin 2010-02-15 02:06:51.077569 r1
2232,work begin 2010-02-15 02:06:51.077569 r1,sleep begin 2010-02-15 02:26:48.064183 r1
2233,sleep begin 2010-02-15 02:26:48.064183 r1,personal_hygiene begin 2010-02-15 23:00:05.055235 r1
2234,personal_hygiene begin 2010-02-15 23:00:05.055235 r1,work begin 2010-02-15 23:03:49.044461 r1
2235,work begin 2010-02-15 23:03:49.044461 r1,personal_hygiene begin 2010-02-15 23:09:02.080658 r1
2236,personal_hygiene begin 2010-02-15 23:09:02.080658 r1,personal_hygiene begin 2010-02-15 23:11:52.077647 r1
2237,personal_hygiene begin 2010-02-15 23:11:52.077647 r1,work begin 2010-02-15 23:16:08.059964 r1
2238,work begin 2010-02-15 23:16:08.059964 r1,personal_hygiene begin 2010-02-15 23:18:30.008762 r1
2239,personal_hygiene begin 2010-02-15 23:18:30.008762 r1,work begin 2010-02-15 23:20:46.084437 r1
2240,work begin 2010-02-15 23:20:46.084437 r1,sleep begin 2010-02-15 23:46:14.008923 r1
2241,sleep begin 2010-02-15 23:46:14.008923 r1,leave_home begin 2010-02-16 04:37:06.057374 r1
2242,leave_home begin 2010-02-16 04:37:06.057374 r1,watch_tv begin 2010-02-16 23:00:14.052038 r1
2243,watch_tv begin 2010-02-16 23:00:14.052038 r1,work begin 2010-02-16 23:49:16.000023 r1
2244,work begin 2010-02-16 23:49:16.000023 r1,watch_tv begin 2010-02-16 23:51:09.073197 r1
2245,watch_tv begin 2010-02-16 23:51:09.073197 r1,work begin 2010-02-17 00:01:54.008838 r1
2246,work begin 2010-02-17 00:01:54.008838 r1,sleep begin 2010-02-17 00:29:16.035884 r1
2247,sleep begin 2010-02-17 00:29:16.035884 r1,sleep begin 2010-02-17 01:53:08.091346 r1
2248,sleep begin 2010-02-17 01:53:08.091346 r1,personal_hygiene begin 2010-02-17 07:52:29.000416 r1
2249,personal_hygiene begin 2010-02-17 07:52:29.000416 r1,work begin 2010-02-17 07:53:45.095199 r1
2250,work begin 2010-02-17 07:53:45.095199 r1,sleep begin 2010-02-17 23:02:29.030185 r1
2251,sleep begin 2010-02-17 23:02:29.030185 r1,personal_hygiene begin 2010-02-18 01:08:01.050506 r1
2252,personal_hygiene begin 2010-02-18 01:08:01.050506 r1,sleep begin 2010-02-18 01:12:39.050166 r1
2253,sleep begin 2010-02-18 01:12:39.050166 r1,personal_hygiene begin 2010-02-18 06:44:32.076367 r1
2254,personal_hygiene begin 2010-02-18 06:44:32.076367 r1,work begin 2010-02-18 06:49:07.090005 r1
2255,work begin 2010-02-18 06:49:07.090005 r1,work begin 2010-02-18 06:51:27.056424 r1
2256,work begin 2010-02-18 06:51:27.056424 r1,personal_hygiene begin 2010-02-18 07:01:29.028164 r1
2257,personal_hygiene begin 2010-02-18 07:01:29.028164 r1,work begin 2010-02-18 07:03:14.052981 r1
2258,work begin 2010-02-18 07:03:14.052981 r1,meal_preparation begin 2010-02-18 07:11:55.074361 r1
2259,meal_preparation begin 2010-02-18 07:11:55.074361 r1,leave_home begin 2010-02-18 07:14:04.039223 r1
